,Name,Is Potentially Hazardous,Minimum Orbit Intersection,Absolute Magnitude,Close Approach Date,Miles per Hour,Miss Distance,First Observationv Date,Last Observationv Date
2780,(2015 AC17),False,.238642,19.9,NA,NA,NA,2014-12-27,2015-02-10
2781,(2015 AH44),False,.0197279,24.4,2015-01-14,24099.927801064,1869454.875,2015-01-15,2015-01-23
2782,(2015 AM44),False,.183659,22.9,2015-01-24,17839.2559185733,17229444,2015-01-15,2015-02-11
2783,(2015 AN44),False,.0445263,25.2,2015-01-16,19270.135659704,4198569,2015-01-15,2015-01-17
2784,(2015 AA45),False,.186384,24.2,2015-01-08,9937.517790117,18400556,2015-01-14,2015-01-24
2785,(2015 AD45),False,.177606,23.7,2015-02-17,6582.2305285299,16473121,2015-01-15,2015-02-21
2786,(2015 AJ45),False,.245141,23.3,2015-02-04,14928.1203874451,23061520,2015-01-15,2015-02-09
2787,(2015 AP45),False,.464443,20.9,NA,NA,NA,2015-01-14,2015-01-24
2788,(2015 BM),False,.0813817,25.7,2015-01-27,13672.958646817,8152214,2015-01-16,2015-01-22
2789,(2015 BA4),False,.0682464,25.2,2015-01-19,15702.4257572437,6698400.5,2015-01-17,2015-01-22
2790,(2015 BB4),False,.159224,23.8,NA,NA,NA,2015-01-17,2015-02-26
2791,(2015 BF92),False,.00278604,24.0,2015-02-07,31300.0647337825,2032041.625,2015-01-19,2015-02-06
2792,(2015 BA311),False,.233257,23.5,2015-01-26,13470.1662128733,23636812,2015-01-20,2015-01-22
2793,(2015 BB311),False,.188081,23.4,2015-01-15,28964.7825545133,17682622,2015-01-19,2015-02-09
2794,(2015 BJ311),False,.0827978,24.5,2015-01-25,13975.7205678,8304526.5,2015-01-20,2015-02-17
2795,(2015 BM509),False,.195583,23.8,2015-01-10,8628.848982736,18232196,2015-01-18,2015-01-24
2796,(2015 BQ509),False,.0778533,23.6,2015-02-05,18113.9572322881,12106501,2015-01-23,2015-02-10
2797,(2015 BX509),False,.0589275,23.2,2015-02-05,28823.3243333388,8407125,2015-01-20,2015-02-11
2798,(2015 BY509),False,.0599724,22.1,2015-01-06,47599.3961171465,15160654,2015-01-21,2015-01-25
2799,(2015 BJ510),False,.0570672,23.4,2014-12-28,32004.5157278248,8497393,2015-01-20,2015-01-26
2800,(2015 BK510),False,.0175585,25.7,2015-01-19,38486.2336425874,1705987.125,2015-01-24,2015-01-29
2801,(2015 BV510),False,.39993,20.5,NA,NA,NA,2015-01-20,2015-02-09
2802,(2015 BA511),False,.0946307,24.6,2015-02-24,13220.8825836259,9206161,2015-01-22,2015-02-25
2803,(2015 BW512),False,.0119188,25.2,2015-01-24,22453.7224693751,2701776.75,2015-01-27,2015-02-06
2804,(2015 BH514),False,.0558095,23.2,2015-02-04,45607.091721144,5290209.5,2015-01-26,2015-02-06
2805,(2015 BM514),False,.1624,23.1,2015-02-08,10871.5075894656,15282084,2015-01-30,2015-03-15
2806,(2015 BM515),False,.396365,20.1,NA,NA,NA,2015-01-27,2015-02-07
2807,(2015 BN515),False,.314368,22.8,2015-02-08,5101.9542449378,30533640,2015-01-27,2015-02-08
2808,(2015 BO515),False,.0815819,24.2,2015-01-24,42252.8033444365,7589653,2015-01-27,2015-02-08
2809,(2015 BQ515),False,.142612,23.7,2015-01-11,25757.2444852207,14507956,2015-01-27,2015-02-09
2810,(2015 BR516),False,.16504,21.3,NA,NA,NA,2015-01-20,2015-01-22
2811,(2015 BS516),False,.230453,19.736,NA,NA,NA,2015-01-25,2015-01-28
2812,(2015 BT516),False,.138664,23.9,NA,NA,NA,2015-01-27,2015-01-28
2813,(2015 BV516),False,.225339,21.0,2015-03-16,30464.8546020518,22018660,2015-01-27,2015-02-12
2814,(2015 BW516),False,.00034238,27.4,2015-01-30,25340.5993953619,872370.4375,2015-01-20,2015-01-28
2815,(2015 BX516),True,.04946,20.6,NA,NA,NA,2015-01-28,2015-01-30
2816,(2015 BY516),False,.139413,22.3,NA,NA,NA,2015-01-29,2015-02-05
2817,(2015 CG),False,.0135722,25.6,2015-02-11,27015.6918913565,1693429.75,2015-02-07,2015-02-10
2818,(2015 CC1),False,.0396775,23.8,2015-01-25,28086.7291662489,5155288.5,2015-02-09,2015-02-25
2819,(2015 CH1),False,.0604837,25.2,2015-01-20,18149.4520795095,5676959.5,2015-02-10,2015-02-24
2820,(2015 CZ12),False,.0283256,25.4,2015-02-04,18783.1333186644,3189462.75,2015-02-12,2015-02-24
2821,(2015 CG13),False,.00159259,24.1,2015-02-03,78910.8089102672,2159116,2015-02-11,2015-02-25
2822,(2015 CM13),False,.000890732,23.5,2015-02-07,27846.6915550938,1889900.5,2015-02-13,2015-03-01
2823,(2015 CX13),False,.133424,21.7,2015-02-23,49943.8806815479,14775941,2015-02-11,2015-02-25
2824,(2015 CA14),False,.142578,22.9,2015-02-16,39818.7216296286,13355168,2015-02-14,2015-02-23
2825,(2015 CC14),False,.488701,20.2,2015-01-23,35623.9645450191,45418180,2015-02-13,2015-03-22
2826,(2015 CZ39),False,.0136302,23.0,2015-01-23,38388.6332542258,5559428.5,2015-02-13,2015-02-25
2827,(2015 CG62),False,.227674,21.6,2015-02-18,2670.3251614393,21227514,2015-02-01,2015-02-19
2828,(2015 DQ),False,.102805,25.1,2015-02-20,29692.2119875226,9560598,2015-02-16,2015-02-18
2829,(2015 DN53),False,.0885249,24.8,2015-03-01,16954.2209713011,9523205,2015-02-17,2015-02-19
2830,(2015 DT53),False,.0463857,25.5,2015-02-06,16089.7739373977,4642292.5,2015-02-18,2015-03-15
2831,(2015 DC54),False,.00768571,26.1,2015-02-15,16819.6652170227,1478311,2015-02-19,2015-02-25
2832,(2015 DE54),False,.000989234,24.4,2015-02-10,55677.8062262184,4240049.5,2015-02-17,2015-02-27
2833,(2015 DM155),False,.0148562,25.7,2015-02-14,21919.2208126608,2124581.25,2015-02-20,2015-02-24
2834,(2015 DA156),False,.07504,22.2,2015-02-05,51716.3026706886,17406570,2015-02-19,2015-02-27
2835,(2015 DV180),False,.317111,19.6,NA,NA,NA,2015-01-15,2018-09-12
2836,(2015 DX180),False,.169216,23.7,2015-02-12,24109.7971278444,16435840,2015-02-19,2015-02-24
2837,(2015 DY180),False,.252131,23.6,2015-02-27,11847.3435456471,23801026,2015-02-17,2015-03-15
2838,(2015 DZ180),False,.0757296,25.6,2015-02-09,15187.9398823533,7569401.5,2015-02-19,2015-02-24
2839,(2015 DA181),False,.141908,24.9,2015-02-16,11407.3181065887,13418813,2015-02-17,2015-03-18
2840,(2015 DS198),False,.141074,23.5,2015-02-14,18225.8405588967,16975342,2015-02-23,2015-02-26
2841,(2015 DU198),False,.0199088,25.6,2015-03-04,18937.0439470448,4043998.25,2015-02-24,2015-02-27
2842,(2015 DB199),False,.0953985,24.9,2015-03-16,11777.1421872611,8942123,2015-02-21,2015-03-13
2843,(2015 DD199),False,.0190347,26.0,2015-02-18,17250.9455635392,2051586.75,2015-02-25,2015-02-27
2844,(2015 DB200),False,.144611,24.5,2015-02-28,13775.2714732325,14360734,2015-02-22,2015-02-27
2845,(2015 DD200),False,.232652,22.9,2015-02-20,9015.5633000675,25205280,2015-02-24,2015-03-10
2846,(2015 DU223),False,.0823988,22.7,2015-01-26,21331.6295934205,15606370,2015-02-23,2015-03-27
2847,(2015 DN224),False,.042514,24.5,2015-02-15,38129.6015222258,4949081.5,2015-02-22,2015-02-24
2848,(2015 DO224),False,.135209,22.7,2015-03-25,18624.3005534932,15190761,2015-02-16,2015-02-17
2849,(2015 EN),False,.0219369,26.3,2015-03-01,24349.18119928,2735673,2015-03-09,2015-03-15
2850,(2015 EU),False,.0610756,25.8,2015-03-12,14749.7072382262,5759641.5,2015-03-10,2015-03-28
2851,(2015 EV),False,.00621997,22.5,2015-03-15,82250.8151392584,9434436,2015-03-11,2015-03-15
2852,(2015 FE),False,.0791504,24.4,2015-03-19,19653.3460131853,7466672.5,2015-03-16,2015-03-21
2853,(2015 FM),False,.0113257,26.2,2015-03-23,33670.6194984975,1453016.25,2015-03-17,2015-03-23
2854,(2015 FO33),False,.0989437,24.1,2015-02-13,6037.0222073573,12215556,2015-03-16,2015-03-21
2855,(2015 FP33),False,.0169514,24.8,2015-03-26,61924.0565568459,4515250,2015-03-17,2015-03-25
2856,(2015 FV33),False,.021154,26.3,2015-03-03,14078.4097163906,1967600.125,2015-03-18,2015-03-27
2857,(2015 FX33),False,.0349622,25.7,2015-03-26,12382.8756073616,3293724.5,2015-03-15,2015-03-25
2858,(2015 FC34),False,.006718,23.0,2015-04-01,35466.4594089844,6040056.5,2015-03-20,2015-03-30
2859,(2015 FP34),False,.0681666,24.7,2015-03-30,21175.2025771161,7874239.5,2015-03-20,2015-03-22
2860,(2015 FA35),False,.0545042,25.7,2015-03-13,37247.4116241589,5084445,2015-03-16,2015-03-23
2861,(2015 FB35),False,.521913,20.0,NA,NA,NA,2015-03-16,2018-11-03
2862,(2015 FG35),False,.0149393,25.3,2015-03-07,19014.7805903716,2051531.375,2015-03-19,2015-03-23
2863,(2015 FH35),False,.0439305,22.9,2015-02-19,24524.8500084439,9493467,2015-03-20,2015-03-29
2864,(2015 FK35),False,.0296549,24.8,2015-03-02,23059.1375718137,3748172,2015-03-21,2015-03-29
2865,(2015 FM35),False,.0746212,24.6,2015-02-14,11835.6124976938,7356820.5,2015-03-20,2015-03-29
2866,(2015 FW35),False,.204717,18.8,2000-11-09,34752.769609487,25459756,2015-03-16,2015-04-16
2867,(2015 FX35),False,.0157969,27.7,2015-03-13,16027.6609857221,2266707.5,2015-03-17,2015-03-24
2868,(2015 FD36),False,.0627315,26.2,2015-03-15,11003.7289047716,5884910,2015-03-21,2015-04-11
2869,(2015 FO36),False,.0749493,23.7,2015-02-26,17419.8395072376,7474982.5,2015-03-23,2015-03-29
2870,(2015 FH37),False,.00520235,24.7,2015-03-27,42419.0609355787,2128264.5,2015-03-22,2015-03-26
2871,(2015 FA117),False,.143231,23.6,2015-03-25,35790.3129228581,13513270,2015-03-24,2015-03-29
2872,(2015 FV117),False,.0918302,22.1,2015-03-25,44465.3563780446,8927265,2015-03-24,2015-04-15
2873,(2015 FC118),False,.429937,20.8,2015-04-10,32028.6996562749,41467692,2015-03-24,2015-05-19
2874,(2015 FE118),False,.317571,20.407,NA,NA,NA,,
2875,(2015 FS118),False,.254048,20.3,2015-02-11,46649.0896131158,28621250,2015-03-24,2015-04-12
2876,(2015 FP124),False,.0678957,22.2,2015-04-01,38135.5172737907,6914601,2015-03-27,2015-04-11
2877,(2015 FQ332),False,.00339947,25.2,2015-03-04,15309.4550565644,921472.5,2015-03-28,2015-04-18
2878,(2015 FV344),False,.00557318,25.2,2015-03-21,33788.0392720371,1561371.5,2015-03-18,2015-03-19
2879,(2015 FA345),False,.0137265,24.0,NA,NA,NA,2015-03-22,2015-03-23
2880,(2015 FE345),False,.166422,22.7,2015-04-11,14098.6488550403,22183876,2015-03-30,2015-04-01
2881,(2015 GZ),False,.0177989,26.1,2015-04-07,41335.9351418313,2075662.375,2015-04-11,2015-04-15
2882,(2015 GB1),False,.000236802,26.5,2015-04-13,17173.800237716,1434686.5,2015-03-24,2015-04-13
2883,(2015 GY5),False,.0202219,24.4,2015-03-25,32360.146387643,2062469.75,2015-04-10,2015-04-13
2884,(2015 GK13),False,.10969,25.0,2015-04-01,14972.9184621016,10250124,2015-04-14,2015-04-27
2885,(2015 GB14),False,.00116799,25.4,2015-04-28,27291.8959444198,2136548.75,2015-04-15,2015-04-29
2886,(2015 GN50),False,.0554241,20.2,NA,NA,NA,,
2887,(2015 HB),False,.201555,22.9,2015-05-19,10835.6031445847,21972390,2015-04-15,2015-06-08
2888,(2015 HG),False,.0807846,21.0,2015-04-05,91007.9912612066,11525383,2015-04-16,2015-04-22
2889,(2015 HB1),False,.141917,23.9,2015-04-03,14955.6139809915,13325581,2015-04-17,2015-04-28
2890,(2015 HG1),False,.0434578,23.6,2015-04-13,40369.6051116198,4291221,2015-04-18,2015-04-27
2891,(2015 HN1),False,.0541179,27.1,2015-04-16,9815.2351753075,5082995,2015-04-18,2015-04-20
2892,(2015 HO1),False,.261866,23.7,2015-05-01,7207.6277121702,24752092,2015-04-18,2015-04-22
2893,(2015 HQ1),False,.0659193,25.0,2015-02-27,10018.7869088765,6333418,2015-04-18,2015-04-23
2894,(2015 HS1),False,.0610229,24.7,2015-05-13,16649.3388600296,6472079,2015-04-18,2015-05-18
2895,(2015 HB9),False,.0333311,24.8,2015-04-11,23562.7754470472,3438010.25,2015-04-19,2015-05-11
2896,(2015 HG9),False,.0395021,24.1,2015-04-11,63543.3758055518,3935146.75,2015-04-18,2015-04-22
2897,(2015 HH9),False,.0675917,25.9,2015-04-22,13965.9204513442,6284952.5,2015-04-17,2015-04-30
2898,(2015 HJ9),False,.143026,25.4,2015-04-26,31378.5241235624,13485627,2015-04-19,2015-04-21
2899,(2015 HQ9),False,.0288246,27.0,2015-03-31,22152.1667099462,3156444,2015-04-18,2015-04-21
2900,(2015 HR9),False,.0636556,25.6,2015-03-14,19530.2946779991,5938273.5,2015-04-18,2015-04-22
2901,(2015 HG10),False,.244643,21.6,2014-12-09,50994.8450181424,41721932,2015-04-18,2015-04-22
2902,(2015 HJ10),False,.26043,25.2,2015-04-11,22962.5117531259,24522462,2015-04-18,2015-04-22
2903,(2015 HL10),False,.374201,23.289,NA,NA,NA,2015-04-18,2015-04-22
2904,(2015 HN10),False,.141562,25.9,2015-03-26,4795.4413784879,13683375,2015-04-19,2015-04-22
2905,(2015 HO10),False,.263078,24.3,2015-04-12,13645.8911751287,24460894,2015-04-19,2015-04-22
2906,(2015 HP10),False,.210862,25.1,2015-04-11,17568.0976288449,20145466,2015-04-19,2015-04-22
2907,(2015 HS10),False,.257142,25.5,NA,NA,NA,2015-04-18,2015-04-22
2908,(2015 HT10),False,.0314576,27.1,2015-04-08,19703.5341936448,4983756.5,2015-04-18,2015-04-22
2909,(2015 HU10),False,.122672,26.8,2015-04-18,15789.5640421739,11543513,2015-04-18,2015-04-22
2910,(2015 HG11),False,.0776299,25.2,2015-04-06,15005.8469065653,7287185,2015-04-21,2015-04-28
2911,(2015 HH11),False,.114764,25.6,2015-04-06,19576.7582934817,10941003,2015-04-19,2015-04-23
2912,(2015 HV11),False,.0587242,24.1,2015-05-16,14391.0578873845,5585785,2015-04-22,2015-05-18
2913,(2015 HW11),False,.0318713,23.3,2015-04-22,20731.2132263311,4836652,2015-04-23,2015-05-24
2914,(2015 HU116),False,.274434,19.9,2025-08-08,22661.5028560442,4762072.5,2015-04-23,2015-05-23
2915,(2015 HV116),False,.286193,21.7,2015-04-20,5661.994674468,26744546,2015-04-23,2015-06-08
2916,(2015 HA117),False,.0175325,27.2,2015-04-27,24569.1838547817,1726851.5,2015-04-24,2015-05-01
2917,(2015 HF170),False,.158767,23.7,2015-04-26,13734.7154949651,16114135,2015-04-25,2015-05-11
2918,(2015 HU171),False,.0345705,23.7,2015-05-05,24766.1379008332,6526348.5,2015-04-29,2015-05-09
2919,(2015 HX176),True,.0325899,19.0,2015-05-02,75465.2236401459,37894712,2015-04-30,2015-06-18
2920,(2015 HY176),False,.186316,21.7,2015-05-17,23556.8952536433,31539618,2015-04-25,2015-05-18
2921,(2015 HX181),False,.000733716,23.9,2015-04-19,30183.3335177957,2900421.5,2015-04-20,2015-05-19
2922,(2015 HZ181),False,.0687842,26.3,2015-04-10,19628.4668603307,6975084.5,2015-04-19,2015-04-22
2923,(2015 HC182),False,.3356,24.664,NA,NA,NA,2015-04-18,2015-04-21
2924,(2015 HJ182),False,.0301785,27.3,NA,NA,NA,2015-04-18,2015-04-19
2925,(2015 HK182),False,.297824,24.7,NA,NA,NA,2015-04-18,2015-04-19
2926,(2015 HL182),False,.205453,22.2,NA,NA,NA,2015-04-18,2015-04-19
2927,(2015 HM182),False,.0269545,29.0,2015-03-30,10501.7942216247,2556464,2015-04-18,2015-04-19
2928,(2015 HN182),False,.318367,22.3,2016-02-05,30907.1993502359,30453152,2015-04-18,2015-04-21
2929,(2015 HO182),False,.0394524,27.0,NA,NA,NA,2015-04-18,2015-04-19
2930,(2015 HP182),False,.0877635,26.9,NA,NA,NA,2015-04-18,2015-04-19
2931,(2015 HQ182),False,.0488687,25.0,NA,NA,NA,2015-04-18,2015-04-19
2932,(2015 HR182),False,.156387,20.1,NA,NA,NA,2015-04-18,2015-04-21
2933,(2015 HS182),False,.0241499,25.4,NA,NA,NA,2015-04-18,2015-04-21
2934,(2015 HT182),False,.253876,24.8,NA,NA,NA,2015-04-18,2015-04-21
2935,(2015 HU182),False,.158161,26.6,NA,NA,NA,2015-04-18,2015-04-19
2936,(2015 HV182),True,.00565615,21.8,NA,NA,NA,2015-04-18,2015-04-19
2937,(2015 HW182),False,.122503,25.4,NA,NA,NA,2015-04-18,2015-04-19
2938,(2015 HX182),False,.362645,22.1,NA,NA,NA,2015-04-18,2015-04-22
2939,(2015 HY182),False,.257938,22.0,2014-09-15,38001.0102195936,24839946,2015-04-19,2015-04-21
2940,(2015 HZ182),False,.0570286,27.4,NA,NA,NA,2015-04-18,2015-04-19
2941,(2015 HA183),False,.214199,24.6,NA,NA,NA,2015-04-19,2015-04-21
2942,(2015 HC183),False,.203915,25.9,NA,NA,NA,2015-04-21,2015-04-22
2943,(2015 HD183),False,.271761,22.7,NA,NA,NA,2015-04-21,2015-04-22
2944,(2015 JF),False,.00994846,26.3,2015-05-18,17458.9575897662,2157259.5,2015-04-19,2015-05-17
2945,(2015 JQ),False,.129155,21.4,2015-04-26,37500.5877604281,12035500,2015-05-09,2015-05-26
2946,(2015 JR),False,.00872392,26.3,2015-05-13,22802.1674232085,955055.8125,2015-05-10,2015-05-13
2947,(2015 JB1),False,.134258,24.3,2015-04-30,13474.5264226273,12775369,2015-05-11,2015-05-23
2948,(2015 JG1),False,.099527,23.1,2015-05-11,40885.6271582131,9297773,2015-05-12,2015-05-18
2949,(2015 JO1),False,.0659628,23.2,2015-05-19,50216.6223031461,6154417,2015-05-13,2015-05-22
2950,(2015 JZ1),False,.0188751,23.5,2015-05-30,38936.5223352148,4128832.5,2015-05-14,2015-05-29
2951,(2015 JE11),False,.211939,21.9,2015-04-12,18294.551810236,20124862,2015-05-12,2015-05-17
2952,(2015 KH),False,.0341645,24.5,2015-05-29,21938.0791557729,3428818.75,2015-05-18,2015-05-25
2953,(2015 KK),False,.00968339,25.1,2015-05-15,54736.3039966379,1306345.375,2015-05-18,2015-05-22
2954,(2015 KM18),False,.0543395,24.4,2015-05-17,22592.250076323,5440076.5,2015-05-19,2015-05-25
2955,(2015 KU18),False,.0168726,26.0,2015-04-22,18083.2624786381,4785088,2015-05-20,2015-05-24
2956,(2015 KV18),False,.12113,23.8,2015-05-18,10825.5632016396,11479566,2015-05-20,2015-06-18
2957,(2015 KC19),False,.546873,18.4,NA,NA,NA,2015-05-18,2016-07-30
2958,(2015 KE19),False,.0611957,24.6,2015-05-27,41226.6376099491,5691110,2015-05-18,2015-05-23
2959,(2015 KH19),False,.271746,23.5,2015-05-12,26872.5950310844,25314230,2015-05-20,2015-05-22
2960,(2015 KD23),False,.103509,25.5,2015-06-18,11098.6501209458,9612149,2015-05-20,2015-06-15
2961,(2015 KE23),False,.199924,24.8,2015-05-30,5202.8179276504,18807240,2015-05-20,2015-05-24
2962,(2015 KT56),False,.0111397,26.1,2015-05-18,21456.3309046203,2394636.25,2015-05-21,2015-06-16
2963,(2015 KV56),False,.0240863,26.8,2015-05-20,14864.3405947585,2871904.5,2015-05-21,2015-05-25
2964,(2015 KW56),False,.131112,24.4,2015-06-19,10024.2850432102,12259317,2015-05-20,2015-05-22
2965,(2015 KX56),False,.0328101,25.8,2015-05-14,17598.7527475049,3415600,2015-05-21,2015-05-27
2966,(2015 KY56),False,.0143049,26.4,2015-05-25,29129.5005963239,1351313.375,2015-05-22,2015-05-24
2967,(2015 KZ56),False,.286859,24.1,NA,NA,NA,2015-05-21,2015-05-24
2968,(2015 KA57),False,.249106,23.9,2015-06-01,6892.493966706,23581892,2015-05-21,2015-05-24
2969,(2015 KC57),False,.0593489,26.8,2015-06-20,16563.5308335048,6313997,2015-05-20,2015-05-23
2970,(2015 KD57),False,.0523222,28.2,2015-05-13,8391.978055044,5148098.5,2015-05-20,2015-05-24
2971,(2015 KE57),False,.194502,22.9,2015-06-04,20633.7449217,18189784,2015-05-20,2015-05-25
2972,(2015 KL57),False,.195574,21.0,2015-04-18,42943.3280302194,25620410,2015-05-21,2015-05-24
2973,(2015 KM57),False,.0052499,25.4,2015-06-03,31684.6146500041,1578107.75,2015-05-20,2015-06-04
2974,(2015 KN57),False,.0946928,25.7,2015-05-28,20439.2049519337,8958372,2015-05-22,2015-05-27
2975,(2015 KR57),False,.120188,22.4,2015-08-13,40587.74264771,39116216,2015-05-20,2015-05-24
2976,(2015 KS57),False,.0397503,26.3,2015-06-19,18576.7841819825,4327488,2015-05-21,2015-06-14
2977,(2015 KT57),False,.284117,24.3,2015-06-04,33426.2878657838,29627300,2015-05-21,2015-05-24
2978,(2015 KM120),False,.0332365,24.7,2015-05-30,18172.4794309246,4252935,2015-05-22,2015-06-06
2979,(2015 KO120),False,.0107618,22.0,2015-05-01,72114.0011609368,9351936,2015-05-22,2015-05-25
2980,(2015 KU120),False,.163799,22.9,2015-05-15,22610.5697585245,16703630,2015-05-23,2015-06-09
2981,(2015 KV120),False,.0536012,25.2,2015-06-03,15165.793271405,6567230,2015-05-23,2015-05-31
2982,(2015 KQ121),False,.274494,22.5,2015-06-02,7138.5355543268,29262004,2015-05-21,2015-06-21
2983,(2015 KR121),False,.248769,22.4,2015-05-03,9694.2108838872,23721278,2015-05-23,2015-06-15
2984,(2015 KS121),False,.142209,22.8,2015-06-15,32378.9646564954,14181673,2015-05-23,2015-06-16
2985,(2015 KM122),False,.104279,23.8,2015-06-04,14972.3672274348,11988395,2015-05-25,2015-06-14
2986,(2015 KS154),False,.053187,22.0,2015-06-06,44730.3336149463,7851534,2015-05-26,2015-06-07
2987,(2015 KT154),False,.100948,24.7,2015-05-24,29629.8979253242,9400886,2015-05-26,2015-05-28
2988,(2015 KN157),False,.245552,24.5,NA,NA,NA,2015-05-20,2015-05-21
2989,(2015 KO157),False,.395747,21.0,NA,NA,NA,2015-05-20,2015-05-21
2990,(2015 KP157),False,.217407,19.2,NA,NA,NA,2015-05-20,2015-05-22
2991,(2015 KQ157),False,.113748,26.4,NA,NA,NA,2015-05-20,2015-05-22
2992,(2015 KS157),False,.204327,22.9,NA,NA,NA,2015-05-20,2015-05-24
2993,(2015 KT157),False,.0706186,22.8,2015-04-06,35164.4222828135,25146528,2015-05-20,2015-06-12
2994,(2015 KU157),False,.157283,25.1,NA,NA,NA,2015-05-20,2015-05-24
2995,(2015 KV157),False,.0186617,26.0,2015-05-28,22671.4749215752,3396308,2015-05-20,2015-05-22
2996,(2015 KW157),False,.156366,25.9,NA,NA,NA,2015-05-21,2015-05-22
2997,(2015 KX157),False,.116513,21.1,NA,NA,NA,2015-05-21,2015-05-24
2998,(2015 KY157),False,.0658068,21.8,2015-03-06,32114.3690643637,34218972,2015-05-21,2015-05-24
2999,(2015 KZ157),False,.224037,24.6,NA,NA,NA,2015-05-20,2015-05-22
3000,(2015 KA158),False,.0247494,26.8,NA,NA,NA,2015-05-22,2015-05-24
3001,(2015 KB158),False,.300949,23.9,NA,NA,NA,2015-05-22,2015-05-24
3002,(2015 KC158),False,.166677,25.9,NA,NA,NA,2015-05-22,2015-05-24
3003,(2015 KD158),False,.160738,26.5,NA,NA,NA,2015-05-22,2015-05-24
3004,(2015 KE158),False,.122136,26.2,NA,NA,NA,2015-05-22,2015-05-24
3005,(2015 KF158),False,.0884958,27.3,NA,NA,NA,2015-05-22,2015-05-24
3006,(2015 KH158),False,.015534,26.1,NA,NA,NA,2015-05-23,2015-05-24
3007,(2015 KG160),False,.214074,18.2,NA,NA,NA,2015-05-25,2015-05-26
3008,(2015 KJ160),False,.162275,21.3,NA,NA,NA,2015-05-26,2015-05-27
3009,(2015 LH2),False,.0113567,26.2,2015-06-09,26187.5441873509,1239408.875,2015-06-07,2015-06-09
3010,(2015 LL21),False,.0547855,19.9,2015-05-20,33551.8657083365,19946160,2015-05-26,2015-06-26
3011,(2015 LP21),False,.0824379,24.5,2015-06-21,20760.4023742491,8364967.5,2015-06-14,2015-07-13
3012,(2015 LH24),False,.187013,22.7,2015-07-17,15480.9456846107,20672876,2015-06-12,2015-07-14
3013,(2015 LL24),False,.106944,22.8,2015-06-20,42666.535739798,13772864,2015-06-14,2015-06-23
3014,(2015 LT24),False,.156126,22.4,2015-06-06,47115.4844490247,15440451,2015-06-15,2015-06-26
3015,(2015 LU38),False,.0883497,21.7,2015-07-03,35922.6888309445,11139317,2015-06-15,2015-07-09
3016,(2015 MN11),False,.00692922,24.6,2015-06-24,49058.3097613098,2993374.5,2015-06-16,2015-06-24
3017,(2015 MP66),False,.147175,23.0,2015-07-13,16796.7675234903,14471110,2015-06-22,2015-08-21
3018,(2015 MO89),False,.0368891,23.6,2015-07-08,18497.8458658742,4796402,2015-06-23,2015-07-20
3019,(2015 ML130),False,.300555,19.6,2015-09-11,3778.027027594,33653820,,
3020,(2015 MW130),False,.102007,20.6,NA,NA,NA,2015-06-19,2015-06-21
3021,(2015 MA131),False,.281946,21.7,NA,NA,NA,2015-06-20,2015-06-21
3022,(2015 MD131),False,.177863,19.3,NA,NA,NA,2015-06-22,2018-05-21
3023,(2015 ME131),False,.0542759,19.5,NA,NA,NA,2015-06-23,2015-06-25
3024,(2015 NR2),False,.0268669,26.3,2015-07-09,16165.2000421299,2562428,2015-07-07,2015-07-08
3025,(2015 NH3),False,.498363,20.8,NA,NA,NA,2015-07-07,2015-07-21
3026,(2015 NL3),False,.250843,21.3,2015-06-27,14600.5736386447,36878000,2015-07-09,2015-07-21
3027,(2015 NY9),False,.15636,23.4,2015-06-22,10768.4162014517,17334808,2015-07-09,2015-07-21
3028,(2015 NV13),False,.0785524,23.7,2015-08-03,19000.9026495229,9496264,2015-07-15,2015-08-21
3029,(2015 ON),False,.00017671,22.1,2015-06-29,30151.8907739788,9838488,2015-07-18,2015-08-05
3030,(2015 OR21),False,.23075,23.5,2015-07-17,4270.185370816,22328492,2015-07-19,2015-09-17
3031,(2015 OB26),False,.0946882,24.0,2015-07-09,15946.2419184676,10913535,2015-07-23,2015-08-21
3032,(2015 OO79),False,.115758,21.947,NA,NA,NA,2015-07-24,2015-07-25
3033,(2015 OQ79),False,.166626,23.687,2015-08-20,20734.8770010243,15872523,2015-07-26,2015-07-27
3034,(2015 OR79),False,.260365,20.2,NA,NA,NA,2015-07-26,2015-07-27
3035,(2015 OT79),False,.247614,22.743,2015-08-07,19381.0858055021,24904394,2015-07-24,2015-07-27
3036,(2015 PR56),False,.0458263,22.8,2015-07-28,58054.8417899928,12804236,2015-08-06,2015-08-23
3037,(2015 PV56),False,.206691,23.2,2015-08-06,6256.8156662155,19513382,2015-08-10,2015-09-30
3038,(2015 PW56),False,.220241,23.2,2015-08-05,13338.8908843344,21077420,2015-08-10,2015-09-04
3039,(2015 PZ56),False,.0722492,25.0,2015-08-07,15042.1930535595,6922843.5,2015-08-10,2015-09-14
3040,(2015 PP57),False,.439013,19.8,NA,NA,NA,2015-08-10,2015-09-07
3041,(2015 PS57),False,.233874,21.7,2015-07-04,15951.1345220599,33600392,2015-08-09,2015-08-16
3042,(2015 PP227),False,.102767,24.1,2015-07-26,15858.389868973,9692761,2015-08-09,2015-08-20
3043,(2015 PQ227),False,.158367,21.5,2015-08-14,69349.935142837,26473772,2015-08-10,2015-08-18
3044,(2015 PR227),False,.317873,19.6,2017-12-08,1745.0056286105,183190080,,
